area,dlg_file,character,line_type,conv_position,strref,voice_file,voice_actor,text
Advocate's Home,DIANNIS,Advocate,spoken,82,30350,,,"""If you have any decency at all, spare my daughter. There is nothing that can be done to change what has happened, so I ask that you allow her soul to rest in peace. I will find some way to forgive what you have done if you do this for me."""
Advocate's Home,DIANNIS,Advocate,spoken,83,30354,,,"""Very well, then. Now leave. I wish to be alone with my thoughts."""
Advocate's Home,DIANNIS,Advocate,spoken,84,30356,,,"""Then may the planes work their justice upon you, sir!"" Iannis' teeth clench. ""May my daughter's suffering be reflected back upon you a hundred fold!"""
Advocate's Home,DIANNIS,Advocate,spoken,85,30359,,,"""I do not know... her body was never recovered."" Iannis' face turns blood-red and his hands clench into fists. ""And that is perhaps the most *maddening* part of this misery... I will never know what possessed her to run off like that, what happened to her, nor where her body lies now!"""
Advocate's Home,DIANNIS,Advocate,spoken,86,30367,,,"""Yes, I arranged for a bier to be placed in the memorial hall. There is no body there, of course, but I hoped the bier would serve as a marker by which she may find her way home."""
Advocate's Home,DIANNIS,Advocate,spoken,87,30377,,,"""Wh... what?!"" Iannis looks flustered. ""Wh... what did you just say?!"""
Advocate's Home,DIANNIS,Advocate,spoken,88,30383,,,"""You?!"" Iannis looks you up and down. ""You are the one... and you say you have *forgotten?!*"" Iannis draws himself up; he looks like he is squaring himself for a battle. ""You have *forgotten*... but the incident was not so long ago. How can this be?"""
Advocate's Home,DIANNIS,Advocate,spoken,89,30387,,,"""I feared as much."" Iannis sighs. ""Your story rings true... she led a sheltered life her in the city, and even in the best of times, her health was poor."" He looks up hopefully. ""Do you know where might her body be? I would see that is interred properly."""
Advocate's Home,DIANNIS,Advocate,spoken,90,30389,,,"""No, sir, I heard you clearly. You said you knew what had befallen my daughter. You will tell me. Now."" Iannis' frown deepens. ""Or I will summon a Harmonium patrol to pry the answers from you."" "
Advocate's Home,DIANNIS,Advocate,spoken,91,30397,,,"""Why did you do such a thing?! That was my daughter's LIFE, not-"""
Advocate's Home,DIANNIS,Advocate,mixed,92,30400,,,"Iannis' face clenches in anger. ""You... Sigilian *cur!* You murdered my daughter without a shred of remorse, now you dare come back here like a vampire-in-the-night and DARE to threaten me?!"""
Advocate's Home,DIANNIS,Advocate,spoken,93,30461,,,"""You had best be speaking figuratively!"" Iannis looks furious. ""If so, then I have no time for your wordplay..."""
Advocate's Home,DIANNIS,Advocate,spoken,94,30467,,,"""She has become a... spirit?"""
Advocate's Home,DIANNIS,Advocate,spoken,95,30484,,,"""I... I... will have to seek her out, see if I can communicate with her, see what has kept her here... her state... how do you know she has become a spirit?"""
Advocate's Home,DIANNIS,Advocate,spoken,96,30490,,,"""I will travel there as soon as I am able and investigate the matter for myself."" He nods at you. ""If your words carry truth, sir, then I am indebted to you..."""
Advocate's Home,DIANNIS,Advocate,spoken,97,30494,,,"""You... spoke to her?!"" Iannis seems to become more confused by the moment. ""What distresses her?"""
Advocate's Home,DIANNIS,Advocate,spoken,98,30497,,,"""I see. Perhaps..."" Iannis frowns and studies you... his face has become like stone. ""Are you the one she left Sigil with? The one who led her on the journey that killed her?"""
Advocate's Home,DIANNIS,Advocate,spoken,99,30500,,,"""Countless liars have I known in my tenure in this city."" Iannis studies you intently. ""You do not strike me as one of them... at least on this matter."" He sighs. ""If you truly do not remember, then whatever befell you and my daughter on your journey must have left deep scars."""
Advocate's Home,DIANNIS,Advocate,spoken,100,30502,,,"""Then I ask your word on this: If your memory returns, and you discover what has happened to my daughter, return to me so that my mind may at last be at rest on this matter."""
Advocate's Home,DIANNIS,Advocate,spoken,101,30506,,,"""I... see."" Iannis frowns. ""Thank you for easing my mind, sir. I can only hope she did not suffer long in death, and that it claimed her quickly."""
Advocate's Home,DIANNIS,Advocate,spoken,102,30508,,,"""Oh, yes..."" Iannis nods. ""My daughter had the blood of an oracle running in her veins, but it was an unreliable talent. At times, she could predict events before they took place... she had 'Sight;' she could see through time itself, sift through the threads of fate..."""
Advocate's Home,DIANNIS,Advocate,spoken,103,30518,,,"""No, sir, I heard you clearly. You will tell me all of you know. Now."" Iannis' frown deepens. ""Or I will summon a Harmonium patrol to get the answers from you."" "
Advocate's Home,DIANNIS,Advocate,spoken,104,30524,,,"""Ah!"" Iannis nods. ""It seems you spoke true... my daughter was known to you, then."" He sighs. ""Hold a moment, and I will see what was left to you."""
Art Store,DYVANA,Yvana,mixed,0,3003,,,"Before you is a well-dressed, elderly woman in a gown of peach-colored and golden thread. She stands quietly, her hands folded together primly, and nods in your direction. It is then that you notice that she has no pupils - her eyes are entirely white. ""Greetings, sir. I am Yvana; welcome to my galleria. Feel free to look about, spending as much time here as you like; should you have questions regarding any of the pieces, do not hesitate to ask me of them."""
Art Store,DYVANA,Yvana,spoken,1,42095,,,"""Of course. Please, ask."""
Art Store,DYVANA,Yvana,spoken,2,42109,,,"""I am afraid that I do not go far from beyond the galleria, and cannot help you with this matter. You might try and ask someone else."""
Art Store,DYVANA,Yvana,spoken,3,42112,,,"""That is my daughter."" For a moment, there is a hint of sadness in the milky whiteness of her eyes. ""We no longer speak to one another."""
Art Store,DYVANA,Yvana,spoken,4,42116,,,"""There is nothing to be said between us. She has gone off in pursuit of stories... all for reasons I am unaware of."""
Art Store,DYVANA,Yvana,mixed,5,42120,,,"Yvana raises her eyebrows. ""Oh? Tell me, would you please? I'd most appreciate it, sir..."""
Art Store,DYVANA,Yvana,mixed,6,42124,,,"Yvana nods slowly. ""I... had no idea. I will see her, now. I thank you, good sir, for bringing me this news of my only daughter."" As she speaks, color slowly bleeds into her pale irises until her eyes are a brilliant shade of green."
Art Store,DYVANA,Yvana,narration,7,42128,,,"She nods, smiling."
Art Store,DYVANA,Yvana,spoken,8,42131,,,"""One moment, sir... your voice; it is heavy with age and wounds. Would you be so kind as to permit me to touch your face?"""
Art Store,DYVANA,Yvana,spoken,9,42134,,,"""Wait..."""
Art Store,DYVANA,Yvana,mixed,10,42135,,,"Yvana nods. ""Very well; I shall not ask you again."""
Art Store,DYVANA,Yvana,mixed,11,42138,,,"Yvana smiles, gently running her old hands over the skin of your face. She frowns, looking slightly puzzled. ""So many scars... both old and new. They seem to..."" She touches the side of your throat, flushes, then pulls away. ""Pardon me, sir. I was curious to see how far they went."""
Art Store,DYVANA,Yvana,narration,12,42141,,,Yvana nods.
Art Store,DYVANA,Yvana,spoken,13,42144,,,"""I cannot see, but only because I do not wish to. In time, I will allow my vision to return so that I can re-experience the contents of my galleria with the benefit of new, fresh eyes."""
Art Store,DYVANA,Yvana,mixed,14,42147,,,"Yvana nods, smiling. ""Your friend is quite correct, sir..."""
Art Store,DYVANA,Yvana,spoken,15,42148,,,"""We are on speaking terms once more, yes... and I have you to thank for it. It pleases me to share words with my daughter once more."" Yvana smiles at you."
Art Store,DYVANA,Yvana,spoken,16,42151,,,"""Why, it's my galleria of the planes."" She smiles and gestures around her. ""These pieces have been brought from far and wide. Some I sell, some I keep - all I display, at one time or another. Please, enjoy them... and again, should you have questions regarding any of the pieces, do not hesitate to ask me of them."""
Art Store,DYVANA,Yvana,spoken,17,42154,,,"""She is a night hag, one of the eldest Gray Sisters of the Wastes, who came to Sigil many centuries ago to pursue arcane experiments. It was believed that these experiments were against the Lady's will, and that Ravel was thus banished from Sigil, imprisoned within one of the Lady's mazes on the ethereal where her body rests to this very day..."""
Art Store,DYVANA,Yvana,spoken,18,42158,,,"""Ravel was said to have been a master of riddles and puzzles, but it was believed that one riddle - one question in particular - was said to have plagued the ancient night hag: 'What can change the nature of a man?'"""
Art Store,DYVANA,Yvana,spoken,19,42162,,,"""She issued a challenge to any who were interested: She promised to instruct any who came to her in her craft... if they could only answer the question to her satisfaction. If they could not, they consented to be her next meal. Many died coveting Ravel's teachings, and it is believed that until her final hours in Sigil, Ravel never discovered the answer to her question."""
Art Store,DYVANA,Yvana,spoken,20,42166,,,"""Ravel's crime was believed to be some means of trying to shatter the Cage, trying to crack open Sigil itself for some unknown reason."" Yvana sighs. ""This is all I know of her."""
Art Store,DYVANA,Yvana,spoken,21,42169,,,"""Oh? Which one? One of the paintings?"""
Art Store,DYVANA,Yvana,spoken,22,42179,,,"""Which one, sir?"""
Art Store,DYVANA,Yvana,spoken,23,42192,,,"""A stained-glass window found hovering on the third layer of Arcadia thirty-two years ago, foretelling a scene that had yet to occur. When the event came to pass, the images faded to leave what you saw behind. It is believed to have captured both the light and the darkness from the Orb of Night and Day on Arcadia, then slowly release it, creating a brief but slow fade of dawning and dusk - but only within the glass itself."""
Art Store,DYVANA,Yvana,spoken,24,42197,,,"""Arcadia is a plane of peaceful order, also known as the Land of Perfect Good. The Orb of Night and Day is a sphere set in the top of Arcadia's highest peak; each half emits either light or darkness. The turning of the Orb gives Arcadia its day and night."""
Art Store,DYVANA,Yvana,spoken,25,42201,,,"""Ah, the Cleansing Horn... a horn of beaten lead, metal drawn directly from the cube of Acheron. It is said that the Cleansing Horn last sounded where the Companies of the Jackal and the Gouged Eye Clans met for their battle at the Disputed Lands. Legends tell us that this horn's power was used near the battle's end to draw the floating cubes together, crushing the routing Company of the Jackal before it could escape."""
Art Store,DYVANA,Yvana,spoken,26,42206,,,"""Acheron is a plane of harshly enforced order, where conformity is more important than good. It is composed of gigantic, metallic cubes which float through an endless void... many cubes are large enough that cities or entire kingdoms have been built upon their faces."""
Art Store,DYVANA,Yvana,spoken,27,42210,,,"""All of them are chipped from the great magical sheet of black, infinite ice that rests in the black belly of the Plane of Ocanthus."" Yvana pauses, tapping her chin. ""It is said that this sheet of ice is the final destination of the River Styx, and that the recollections of all that have plunged into the Styx's memory-destroying waters still lie frozen within the ice."""
Art Store,DYVANA,Yvana,spoken,28,42215,,,"""I could only assume so, yes."""
Art Store,DYVANA,Yvana,spoken,29,42219,,,"""That piece was found in a cathedral in the fertile fields of Elysium on the first layer, Amoria the Untroubled, where it bordered the River Oceanus. The name of the piece is not known, but the skill and craftsmanship are believed to be one of the most striking examples of gem crafting in the planes. The mere way in which the piece captures, distills, and enhances the light through its facets is part of its breath-taking wonder. It seems to bring to light the possible ideological connection between even the most evil and the purest beings in the multiverse... fascinating."""
Art Store,DYVANA,Yvana,spoken,30,42223,,,"""The chain comes from the city of Jangling Hiter, the city of chains that hangs on Minauros, third layer of Baator. The chains there are the finest in the multiverse, but the inhabitants of Jangling Hiter are malicious and cruel, using the chains as living weapons against all that enter their city and violate their laws."""
Art Store,DYVANA,Yvana,spoken,31,42224,,,"""Kytons move about the city of chains as spiders upon webs, adorned in chains woven tightly around their bodies. Kytons possess a power known as the 'gift of chains,' which allows them to manipulate chains with their minds. It is believed that my galleria's chain was animated during a battle in which the kyton controlling it was slain with a cursed hammer... its life essence then passing into the chain itself."""
Art Store,DYVANA,Yvana,spoken,32,42229,,,"""This statue is believed to be the final fate of the Etherserian sorcerer Gangroighydon. Attacked by a conclave of rival sorcerers at the height of his dream madness, he was imprisoned with a spell that turned his flesh into stone. Gangroighydon is said to have been frozen with a final, awful curse still upon his lips, a curse so terrible that it was *never* meant to be spoken by the lips of a living man."""
Art Store,DYVANA,Yvana,spoken,33,42230,,,"""It is said that the fury of the curse was enough to blister the flesh from the bones of those that heard it, and that it could even shatter the stones themselves."""
Art Store,DYVANA,Yvana,spoken,34,42234,,,"""Karasuthra is a layer of the Beastlands which is perpetually shrouded in night, filled with all manner of animals that stalk their prey in the darkness. A painter who had fallen in love with a Cat Lord and followed her to her homeland gave the paintings to me. Never did he reveal to me the secrets of their construction."""
Art Store,DYVANA,Yvana,spoken,35,42238,,,"""An interesting piece, yes? The painter managed a most interesting effect with the forms in the cliff's shadows. The woman who brought me this piece told me she found it in an abandoned camp on the Outlands... the original painter was never found. Presumably, they were slain by the same raiders whose image they captured in the painting."""
Art Store,DYVANA,Yvana,spoken,36,42242,,,"""This painting is a copy from the wall of one of the Gatehouse's - Sigil's largest asylum - cell walls. All the occupant could speak was: 'Hazazoth has consumed N'gar... Hazazoth has consumed N'gar...' A bit frightening, I think, but a fine painting nonetheless."""
Art Store,DYVANA,Yvana,spoken,37,42246,,,"""Thalasia is the sea in which the River Oceanus, which winds through most all of the Plane of Elysium, begins and ends. The piece was painted by one of the many island's inhabitants."""
Art Store,DYVANA,Yvana,spoken,38,42250,,,"""I know very little about this piece... it simply arrived on the doorstep of my galleria one day, swathed in black cloth and labeled 'From the Citadel.' One knowledgeable patron hypothesized that it might be some great sorcerer's fortress, suspended within a demi-plane of their own creation."""
Art Store,DYVANA,Yvana,spoken,39,42254,,,"""This painting illustrates one of the legends of the Prime world Goha. Udo was a wizard-king of such skill and power that he set to casting a spell that would turn himself into a power, and the people of his great nation into divine servants. With the spell's completion, lightning crashed down around Udo's palace setting it ablaze and, before the thunder had died away, the city was empty... not a living thing to be found. Over seventy-thousand people vanished, without a trace, in a heartbeat. No one knows the fate of Udo or his people."""
Art Store,DYVANA,Yvana,spoken,40,42258,,,"""Bulbog Stonenose sold this painting to me... it is of a field beneath Mount Clangeddin, the home of the dwarf einheriar - spirits of the Upper Planes who serve as guardians or warriors - in the Plane of Arcadia."""
Art Store,DYVANA,Yvana,spoken,41,42262,,,"""This is said to be a portrait of Ravel Puzzlewell, very likely the most evil hag ever to have terrorized the Gray Waste and beyond."""
Art Store,DYVANA,Yvana,spoken,42,42267,,,"""A young man whose name I do not know sold me this piece. It was one of several he had, but the others already had owners... or so he said. I would so like to possess the entire collection, but alas - it oft seems some things are not meant to be."""
Art Store,DYVANA,Yvana,spoken,43,42271,,,"""Moch'chma is a githzerai fortress which floats in the Plane of Limbo. The Moment's Glance was painted by the chaos-scholar Dy, who remembers everything she sees with perfect clarity when she is not stricken with madness."""
Art Store,DYVANA,Yvana,mixed,44,42275,,,"Yvana smiles and motions you towards her. ""Greetings, again. Do you have questions regarding one of the pieces?"""
Art Store,DYVANA,Yvana,mixed,45,42279,,,"Yvana takes the item and drags her fingers along it. She feels along the exterior of the object, then hands it back to you. ""It's more than just a well-crafted toy modron, that's for certain. It may be some sort of puzzle-box, or portal key."""
Art Store,DYVANA,Yvana,spoken,46,42283,,,"""Modrons are a race of lawful, orderly beings. They come in many shapes and forms, each one occupying a different level in the rigid modron hierarchy. I think this sort is called a 'quadrone.'"""
Art Store,DYVANA,Yvana,mixed,47,65153,,,"Yvana runs her fingertips over the engraved lettering upon the 'journal.' ""No, I have not. You would do well to ask a proper linguist... you might find one at the Civic Festhall."""
Art Store,DYVANA,Yvana,spoken,48,66654,,,"""Odd you should ask about that... just after a terrible noise, some patrons came running to me about a mangled corpse on the floor. The Harmonium came to remove the body from the premises, but could find no perpetrator. I told them that, in all likelihood, some madman had released Gangroighydon and been slain by his curse... but the old sorcerer himself was nowhere to be found. I know nothing more."""
Art Store,DCWPATRN,Clerk's Ward Citizen,spoken,0,50860,,,"""Please, sir, I've things to do. I'd appreciate your leaving me be, if you'd be so kind. Farewell."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,narration,0,3001,,,"This sharp-featured woman's appearance is attractive though somewhat disturbing, with her blue-black skin and bright yellow eyes. As she examines you, a small pair of bat-like wings unfold from her back, then seem to settle back into her skin."
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,1,50480,,,"""Well, well... a floating, disembodied, prevaricating skull..."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,2,50481,,,"""Well, well... Fall-from-Grace... or whatever it is you call yourself, now. Truly a pleasure to see you here. What do I owe the honor of your visit? I thought that you rarely trafficked among our kind anymore."" She glances at you for a moment with the same faint sneer. ""Or is your assignment here almost finished?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,3,50482,,,"""Well, well... a floating, disembodied, prevaricating skull, and Fall-from-Grace... or whatever it is you call yourself, now. Truly a pleasure to see you here. What do I owe the honor of your visit? I thought that you rarely trafficked among our kind anymore."" She glances at you for a moment with the same faint sneer. ""Or is your assignment here almost finished?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,4,50483,,,"She narrows her eyes. ""You... you're the scarred man, who's been going around asking all the questions?"" She looks you up and down. ""You sure look lost. Did you want to come in, really, or are you just casing the place because you have nothing better to do?""

""Because Vrischika..."" She indicates herself. ""...can help you."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,5,50484,,,"She replies curtly, firing a question back like an arrow: ""By choice. And you? Where will your orders take you next?"" She suddenly turns to you. ""You see, *little* man..."" Vrischika smiles, as if savoring the words. ""...the best temptress is one that can make you buy into the illusion of being both promiscuous yet virtuous at the same time; a prostitute-priestess, as it were. Mistress Grace is among the greatest..."" She turns to Fall-from-Grace. ""...are you not? You would not think that a score thousand years of slavery had left their scars, no?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,6,50489,,,"""Very well. Though you are the ones who came into *my* emporium."" Vrischika looks to you."
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,7,50490,,,"""I'll entertain any questions about the merchandise, but I'm not going to be drawn into one of your famous twenty-questions-about-anything-around-the-spire, *understood?*"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,8,50498,,,"""What you see within this shop is the result of much trading and traveling across the planes."" She makes a sweeping gesture of the shop. ""Weapons, charms... and other *specialty* items are for sale here, as well... everything that is rare and oh-so-exquisite fills this emporium. Your needs. I sate them."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,9,50502,,,"""Prevaricating... misrepresenting, perjuring, dissimulating, *lying*... oh, did I say that? I'd meant a floating, disembodied, *pontificating* skull. As in dogmatic - always stating an opinion in a self-important manner."" Vrischika smiles innocently."
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,10,50507,,,"""Oh, that baatezu camp follower who's made her home in Sigil? Curious, no? But then, what better a place to train her agents than that little 'brothel' of hers..."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,11,50513,,,"""Ever since her mother sold her into slavery, she has been a plaything of the planes for many a century. She claims that she was able to free herself from her chains, but you may give that word as much credence as you would give the word of any other tanar'ri bitch."" She smiles slightly. ""Myself excluded, of course."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,12,50514,,,"""Truth?! *Truth?!* One does not 'win free' of baatezu contracts, bitch cloaked in human skin. You speak lies, and all the tanar'ri hordes know it, from the lowest legions to the other comfort-suckling succubi as they cavort across the planes. 'Fall-from-Grace was but a baatezu slave from the moment she was born, and so shall she *always* be.' You still are an indentured plaything of the baatezu, to be tortured and commanded as they see fit."" Vrischika sneers. ""You even *behave* as they do."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,13,50515,,,"""Enough! I do not care to hear you speak your lies in my presence!"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,14,50516,,,"""Yes... they are her eyes and ears in the city of Sigil and across the planes. What they do not see or hear they may coerce from another man that has seen and heard. And who could think humans capable of such deception and trickery? Oh, Grace is indeed a clever one. Not as clever as her mother, perhaps, but clever nonetheless..."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,15,50517,,,"""Oh, but of *course* not! Did I dare suggest such a thing? But perhaps you should let the man judge for himself."" Vrischika turns to you, eyes blazing. ""Do you not wonder, little man? Does the mephit of reason and curiosity ever enter your mind as to this matter? Does not the arrangement at the brothel seem *strange* to you?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,16,50518,,,"Vrischika goes on before you can answer. ""Occam's razor can leave a scar, but it can remove the deeper ailments so often caused by poison of liars and imaginers.""

""And now here she is, traveling with you. Most curious. Why would someone, a proprietress of such an establishment, leave it for any reason? And for a man she barely knows? Questions, questions...""

""The answers may be painful, indeed."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,17,50519,,,"""Oh, I'm certain he did ask... what man could resist?"" Vrischika sneers and looks away in disgust."
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,18,50524,,,"Vrischika sighs loudly. ""An alu-fiend... a half-demon. My mother was tanar'ri, a fiend, and my father a great king of mortals. Such a rude question... but then, you're rather rude-looking yourself, aren't you?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,19,50528,,,"""I travel and trade extensively. I hear a great deal, I purchase a great deal, and I own a great deal. Perhaps I can make you a great deal. Is there anything that you desire?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,20,50533,,,"""Would you care to examine the weapons and charms? Or some of my more *exotic* acquisitions?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,21,50539,,,"Vrischika smiles as you look at the various shelves in the middle of the shop. ""If you see nothing you like here, there are more items towards the front and the back of the store, as well."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,22,50564,,,"Vrischika notes you examining the book labeled 'CHEAT CODES.' ""Yes... they're exactly what you think they are. Go ahead; look at them."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,spoken,23,50573,,,"""Oh, come now."" Vrischika places her hands on her hips and cocks her head. ""Don't play naive with me! Remember, I'm a fiend; I can *smell* your excitement. Yes..."" She speaks slowly, as if talking to a child. ""These are *cheat* codes. They allow you to *CHEAT.* Go on... examine them. They won't hurt you."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,narration,24,50577,,,"There are a number of chapters within the tome: Teleport Cheat, Healing Cheat, Wealth Cheat, Spell Recharge Cheat, Attribute Score Cheat, Death Cheat, Explore Area Cheat, Word 'o Good Cheat, and Word o' Evil Cheat."
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,25,50581,,,"You examine a number of small bottles, each labeled as 'Baby Oil.' Vrischika picks one up and presents it to you. ""Interested? It's the real thing, of course. Thousands of mewling, mortal babies went into the making of the stuff."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,26,50584,,,"You examine a twisted little imp-like creature, sculpted out of pure, milk chocolate. ""It looks delicious, does it not? Imported from the Lower Planes. These are rare, you know, and quite prized by lovers of chocolate and confections. It's a real quasit - a fiendish familiar - polymorphed into chocolate by powerful sorcery. It's only one hundred and ninety-nine coppers."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,27,50589,,,"You examine a rather unassuming book held closed by a tiny brass lock. ""That,"" coos Vrischika, ""is the Codex of the Inconceivable. I'll only say that it's just... just... well, I cannot explain it. Mere words simply won't suffice! You can own it yourself for a mere one thousand copper commons... and believe me: it is well worth it."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,28,50593,,,"You examine a small glass phial labeled as 'Deva's Tears.' ""These were collected from a deva who was captured during a Blood War skirmish. The fiends tormented the imprisoned angel for eons before he at last escaped - this small bottle holds the twelve tears he shed in that time. Their price is but one hundred copper commons."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,29,50597,,,"You examine a small glass phial labeled as 'Deva's Tears.' Vrischika presents it to you. ""These were collected from a deva who was captured during a Blood War skirmish. The fiends tormented the imprisoned angel for eons before he at last escaped - this small bottle holds the twelve tears he shed in that time. It is said their touch will soothe the most savage anger... even that of a fiend's tongue."" Vrischika smiles cruelly. ""Their price is but nine hundred and ninety-nine copper commons."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,30,50601,,,"You examine a bottle labeled as 'Elixir of Horrific Separation.' Vrischika presents it to you. ""This stuff was compounded by a scholar who'd found she possessed a darker half - a side of her which took control, at times, and bade her do awful things. This potion was to have 'split' the darker half away from her, creating two separate beings. Mercykillers, however, found and executed her for a string of depraved murders before she could use it. I'd charge you only two hundred copper commons for the Elixir."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,31,50605,,,"You examine what appears to be a tongue floating in a jar of brine. Vrischika frowns at it. ""This is a fiend's tongue... a cornugon's, I think, but who really knows? It's said that, placed into the mouth of any living thing, it will give the ability of speech, even if there was none before. I'm selling this oddity for only sixty-six coppers, should you want it."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,32,50610,,,"You examine a bottle labeled as 'Gorgon Salve.' Vrischika holds it up for you. ""I traded for this with some sword-slinging Prime Worlder... Perseus, I think, was his name. Smeared onto the surface of any being turned to stone, it will revert them to flesh. Only one hundred copper commons; a bargain, considering how handy it might come in should you ever find a friend of yours transmuted to rock."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,33,50614,,,"You examine a small, metal replica of a cube-like creature with huge eyes on one of its faces. The toy has two legs, two arms, two folding wings, and at least eighteen points of articulation. Vrischika smiles as you pick it up. ""A collector's item, perhaps, or a piece of artwork. Who knows? But I like it. If you do buy it, ask around... someone might know more about it than I. You can have it for only fifteen hundred copper coins."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,34,50618,,,"You examine a plain-looking jug... despite its common appearance, you feel reluctant to touch the thing, as if it might bite you. Vrischika watches you, chuckling, then shrugs. ""It's a jug. It's got some sort of monster trapped in it - that's why your hair's prickling up like that. If you'd like it, it's only one hundred and twenty-three copper."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,35,50622,,,"You examine a stained, ground glass lens the width of your hand, held in brushed steel ring. A small, geared protrusion coming off the ring makes it look as if the lens should attach to some sort of clockwork machine, and it smells faintly of horrible perfume. Vrischika holds it up for you. ""I've no idea what this really is, but it radiates fairly powerful magic. An old soldier named Ghysis brought it up to me from a Lower Plane battlefield - he'd murdered his own men in order to escape his tour of duty there, and brought me a number of interesting items he'd collected over the course of the campaign. I've kept it mostly as a conversation piece, though you may have it for one hundred and forty-nine copper coins, if you'd like."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,36,50626,,,"You examine a ring in a small, padded case. Vrischika holds it up so that you can see it more closely. ""This is Yevrah's Ring of Almost Invisibility. It makes its wearer invisible - well, almost. I will part with it for the meager sum of three hundred and forty-nine copper commons."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,37,50630,,,"You examine an oddly shaped dagger presented on an ornamental display rack. A placard beneath the rack reads 'Sword of Wh'ynn.' Vrischika taps its pommel with her fingertip. ""It's also known as the Cheater's Blade. Merely holding it aloft will win you the game. If you're certain you'd like it, I can place it in your hands for fifteen hundred copper commons."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,38,50635,,,"Vrischika narrows her yellow eyes at you. ""Oh, come now. You know *exactly* what I mean. Buy the Cheater's Blade, you beat the game. It's that simple... for only fifteen hundred copper commons. Do you want it, or no?"""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,39,50639,,,"The years have not been kind to this tiny rag doll; it is coming apart at the seams, and it looks like its threads are unraveling. It looks like some strange robed woman with a halo of spikes on her head. Vrischika holds it up for you. ""This was found in a well-trapped strongbox sunk deep beneath the surface of Sigil. It was part of a small horde of treasure and forbidden magical texts, though I don't know what it's for. If you like it, it's only ninety-nine copper coins."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,40,50643,,,"The years have not been kind to this tiny rag doll; it is coming apart at the seams, and it looks like its threads are unraveling. It is obviously intended to be a replica of the Lady of Pain, but the button eyes and its plush softness don't strike much fear into your heart. Vrischika holds it up for you. ""This was found in a well-trapped strongbox sunk deep beneath the surface of Sigil. It was part of a small horde of treasure and forbidden magical texts, though I don't know what it's for. If you like it, it's only ninety-nine copper coins."""
Curiosity Shoppe (Vrischika's),DVRISCH,Vrischika,mixed,41,50647,,,"Vrischika steps closer to you. ""Mere coin isn't enough for such an item. I would have a pound of your blood, drawn in front of me with *this* blade..."" Suddenly, there is a serrated dagger in her hand. ""...and drained into this iron box. I'll take nothing less than this."""
